"","taxon","sample.month","variable","value"
"673","syrphid","a.9","1993",0
"685","tanypod","a.9","1993",6.97
"697","tipula","a.9","1993",132.97
"709","turbell","a.9","1993",0
"721","wormsp","a.9","1993",9.1
"2","acari","b.10","1993",2.95
"14","amphinem","b.10","1993",3.63
"26","anchytar","b.10","1993",0
"38","baetis","b.10","1993",0
"50","beloneur","b.10","1993",90.38
"62","ceratopog","b.10","1993",85.14
"74","chironomid","b.10","1993",54.98
"86","copepod","b.10","1993",5.31
"98","corduleg","b.10","1993",11.19
"110","dicranota","b.10","1993",0.55
"122","diplosp","b.10","1993",42.7
"134","dixa","b.10","1993",0
"146","dolicho","b.10","1993",0
"158","dolophil","b.10","1993",0
"170","ectopria","b.10","1993",0
"182","elmid","b.10","1993",0.39
"194","empid","b.10","1993",2.38
"206","epeorus","b.10","1993",0
"218","fattigia","b.10","1993",44.34
"230","hexatomasp","b.10","1993",180.49
"242","hydroptila","b.10","1993",0
"254","isoperla","b.10","1993",17.81
"266","lanthus","b.10","1993",0.12
"278","lepidos","b.10","1993",28.4
"290","leptotars","b.10","1993",0
"302","leuctra","b.10","1993",29.47
"314","limonia","b.10","1993",0.8
"326","lipsothrix","b.10","1993",0
"338","lype","b.10","1993",1.77
"350","malirekus","b.10","1993",0
"362","molann","b.10","1993",0
"374","molophilus","b.10","1993",18.63
"386","nematoda","b.10","1993",8.19
"398","neophylax","b.10","1993",0
"410","nr.pedicia","b.10","1993",0
"422","nymphom","b.10","1993",0
"434","oligo","b.10","1993",754.34
"446","ormosia","b.10","1993",0
"458","paralepto","b.10","1993",0
"470","parapsyche","b.10","1993",0
"482","pediciaA","b.10","1993",0
"494","pelto","b.10","1993",20.9
"506","pgoera","b.10","1993",0
"518","pilaria","b.10","1993",0
"530","psilotreta","b.10","1993",33.78
"542","pslimnoph","b.10","1993",0
"554","pycno","b.10","1993",50.76
"566","rhabdom","b.10","1993",0
"578","rhyacoph","b.10","1993",4.63
"590","sciara","b.10","1993",3.73
"602","serratella","b.10","1993",12.12
"614","simulium","b.10","1993",0
"626","soyedina","b.10","1993",0
"638","sphaerid","b.10","1993",99.22
"650","stenonema","b.10","1993",2.53
"662","sweltsa","b.10","1993",0.57
"674","syrphid","b.10","1993",0
"686","tanypod","b.10","1993",12.62
"698","tipula","b.10","1993",633.35
"710","turbell","b.10","1993",0
"722","wormsp","b.10","1993",0
"3","acari","c.11","1993",8.99
"15","amphinem","c.11","1993",19.06
"27","anchytar","c.11","1993",4.86
"39","baetis","c.11","1993",0
"51","beloneur","c.11","1993",325.61
"63","ceratopog","c.11","1993",74.21
"75","chironomid","c.11","1993",112.36
"87","copepod","c.11","1993",14.89
"99","corduleg","c.11","1993",52.74
"111","dicranota","c.11","1993",10.84
"123","diplosp","c.11","1993",61.78
"135","dixa","c.11","1993",0
"147","dolicho","c.11","1993",0
"159","dolophil","c.11","1993",0
"171","ectopria","c.11","1993",0
"183","elmid","c.11","1993",0
"195","empid","c.11","1993",3.43
"207","epeorus","c.11","1993",0
"219","fattigia","c.11","1993",89.38
"231","hexatomasp","c.11","1993",88.07
"243","hydroptila","c.11","1993",0
"255","isoperla","c.11","1993",19.49
"267","lanthus","c.11","1993",431.61
"279","lepidos","c.11","1993",0
"291","leptotars","c.11","1993",0
"303","leuctra","c.11","1993",3.49
"315","limonia","c.11","1993",0
"327","lipsothrix","c.11","1993",0
"339","lype","c.11","1993",14.01
"351","malirekus","c.11","1993",0
"363","molann","c.11","1993",2.09
"375","molophilus","c.11","1993",33.68
"387","nematoda","c.11","1993",8.67
"399","neophylax","c.11","1993",0.23
"411","nr.pedicia","c.11","1993",1.77
"423","nymphom","c.11","1993",0
"435","oligo","c.11","1993",65.56
"447","ormosia","c.11","1993",0
"459","paralepto","c.11","1993",37.03
"471","parapsyche","c.11","1993",0
"483","pediciaA","c.11","1993",6.43
"495","pelto","c.11","1993",253.13
"507","pgoera","c.11","1993",0
"519","pilaria","c.11","1993",0
"531","psilotreta","c.11","1993",33.78
"543","pslimnoph","c.11","1993",0
"555","pycno","c.11","1993",346.02
"567","rhabdom","c.11","1993",0
"579","rhyacoph","c.11","1993",51.3
"591","sciara","c.11","1993",0
"603","serratella","c.11","1993",6.89
"615","simulium","c.11","1993",0
"627","soyedina","c.11","1993",0
"639","sphaerid","c.11","1993",0
"651","stenonema","c.11","1993",62.8
"663","sweltsa","c.11","1993",1.55
"675","syrphid","c.11","1993",0
"687","tanypod","c.11","1993",3.61
"699","tipula","c.11","1993",115.29
"711","turbell","c.11","1993",0.43
"723","wormsp","c.11","1993",13.22
"4","acari","d.12","1993",8.21
"16","amphinem","d.12","1993",4.48
"28","anchytar","d.12","1993",24.42
"40","baetis","d.12","1993",0
"52","beloneur","d.12","1993",7.63
"64","ceratopog","d.12","1993",118.18
"76","chironomid","d.12","1993",136.21
"88","copepod","d.12","1993",10.8
"100","corduleg","d.12","1993",142.35
"112","dicranota","d.12","1993",0.84
"124","diplosp","d.12","1993",268.94
"136","dixa","d.12","1993",0
"148","dolicho","d.12","1993",0
"160","dolophil","d.12","1993",0
"172","ectopria","d.12","1993",0.78
"184","elmid","d.12","1993",0.76
"196","empid","d.12","1993",34.43
"208","epeorus","d.12","1993",0
"220","fattigia","d.12","1993",3.08
"232","hexatomasp","d.12","1993",117.51
"244","hydroptila","d.12","1993",0
"256","isoperla","d.12","1993",4.51
"268","lanthus","d.12","1993",49.38
"280","lepidos","d.12","1993",0
"292","leptotars","d.12","1993",0
"304","leuctra","d.12","1993",12.32
"316","limonia","d.12","1993",0
"328","lipsothrix","d.12","1993",0
"340","lype","d.12","1993",13.2
"352","malirekus","d.12","1993",0
"364","molann","d.12","1993",0
"376","molophilus","d.12","1993",58.97
"388","nematoda","d.12","1993",19.2
"400","neophylax","d.12","1993",2.1
"412","nr.pedicia","d.12","1993",20.15
"424","nymphom","d.12","1993",0
"436","oligo","d.12","1993",157.73
"448","ormosia","d.12","1993",0
"460","paralepto","d.12","1993",17.94
"472","parapsyche","d.12","1993",0
"484","pediciaA","d.12","1993",0
"496","pelto","d.12","1993",26.29
"508","pgoera","d.12","1993",1.29
"520","pilaria","d.12","1993",0
"532","psilotreta","d.12","1993",0
"544","pslimnoph","d.12","1993",1.37
"556","pycno","d.12","1993",12.2
"568","rhabdom","d.12","1993",0
"580","rhyacoph","d.12","1993",0.86
"592","sciara","d.12","1993",6
"604","serratella","d.12","1993",0
"616","simulium","d.12","1993",0
"628","soyedina","d.12","1993",1.99
"640","sphaerid","d.12","1993",0
"652","stenonema","d.12","1993",0
"664","sweltsa","d.12","1993",6.89
"676","syrphid","d.12","1993",0
"688","tanypod","d.12","1993",4.91
"700","tipula","d.12","1993",89.9
"712","turbell","d.12","1993",0
"724","wormsp","d.12","1993",1.96
"5","acari","e.1","1993",12.46
"17","amphinem","e.1","1993",11.44
"29","anchytar","e.1","1993",0
"41","baetis","e.1","1993",0
"53","beloneur","e.1","1993",0
"65","ceratopog","e.1","1993",189.34
"77","chironomid","e.1","1993",89.09
"89","copepod","e.1","1993",10.66
"101","corduleg","e.1","1993",23.2
"113","dicranota","e.1","1993",4.18
"125","diplosp","e.1","1993",72.8
"137","dixa","e.1","1993",0
"149","dolicho","e.1","1993",12.48
"161","dolophil","e.1","1993",0
"173","ectopria","e.1","1993",0
"185","elmid","e.1","1993",0
"197","empid","e.1","1993",29.39
"209","epeorus","e.1","1993",0
"221","fattigia","e.1","1993",62.26
"233","hexatomasp","e.1","1993",110.86
"245","hydroptila","e.1","1993",0
"257","isoperla","e.1","1993",11.02
"269","lanthus","e.1","1993",36.98
"281","lepidos","e.1","1993",0
"293","leptotars","e.1","1993",0
"305","leuctra","e.1","1993",26.79
"317","limonia","e.1","1993",0
"329","lipsothrix","e.1","1993",0
"341","lype","e.1","1993",12.83
"353","malirekus","e.1","1993",0
"365","molann","e.1","1993",0
"377","molophilus","e.1","1993",52.61
"389","nematoda","e.1","1993",16.86
"401","neophylax","e.1","1993",0
"413","nr.pedicia","e.1","1993",2.63
"425","nymphom","e.1","1993",0
"437","oligo","e.1","1993",228.16
"449","ormosia","e.1","1993",0
"461","paralepto","e.1","1993",7.15
"473","parapsyche","e.1","1993",232.2
"485","pediciaA","e.1","1993",0
"497","pelto","e.1","1993",11.2
"509","pgoera","e.1","1993",0
"521","pilaria","e.1","1993",0
"533","psilotreta","e.1","1993",0
"545","pslimnoph","e.1","1993",0
"557","pycno","e.1","1993",220.03
"569","rhabdom","e.1","1993",0
"581","rhyacoph","e.1","1993",1.3
"593","sciara","e.1","1993",4.62
"605","serratella","e.1","1993",0.48
"617","simulium","e.1","1993",0
"629","soyedina","e.1","1993",0
"641","sphaerid","e.1","1993",2.19
"653","stenonema","e.1","1993",26.39
"665","sweltsa","e.1","1993",0.26
"677","syrphid","e.1","1993",0
"689","tanypod","e.1","1993",2.41
"701","tipula","e.1","1993",419.92
"713","turbell","e.1","1993",0
"725","wormsp","e.1","1993",0
"6","acari","f.2","1993",7.2
"18","amphinem","f.2","1993",0
"30","anchytar","f.2","1993",0
"42","baetis","f.2","1993",0
"54","beloneur","f.2","1993",116.71
"66","ceratopog","f.2","1993",138.96
"78","chironomid","f.2","1993",110.15
"90","copepod","f.2","1993",7.86
"102","corduleg","f.2","1993",0
"114","dicranota","f.2","1993",6.39
"126","diplosp","f.2","1993",27.27
"138","dixa","f.2","1993",0
"150","dolicho","f.2","1993",6.24
"162","dolophil","f.2","1993",0
"174","ectopria","f.2","1993",0
"186","elmid","f.2","1993",0
"198","empid","f.2","1993",0.66
"210","epeorus","f.2","1993",0
"222","fattigia","f.2","1993",122.74
"234","hexatomasp","f.2","1993",67.15
"246","hydroptila","f.2","1993",0
"258","isoperla","f.2","1993",28.7
"270","lanthus","f.2","1993",18.85
"282","lepidos","f.2","1993",0
"294","leptotars","f.2","1993",0
"306","leuctra","f.2","1993",23.98
"318","limonia","f.2","1993",0
"330","lipsothrix","f.2","1993",0
"342","lype","f.2","1993",6.02
"354","malirekus","f.2","1993",0
"366","molann","f.2","1993",0
"378","molophilus","f.2","1993",36.45
"390","nematoda","f.2","1993",5.59
"402","neophylax","f.2","1993",0
"414","nr.pedicia","f.2","1993",19.6
"426","nymphom","f.2","1993",0
"438","oligo","f.2","1993",105.41
"450","ormosia","f.2","1993",0
"462","paralepto","f.2","1993",5.21
"474","parapsyche","f.2","1993",0
"486","pediciaA","f.2","1993",0
"498","pelto","f.2","1993",22.96
"510","pgoera","f.2","1993",0.07
"522","pilaria","f.2","1993",2.62
"534","psilotreta","f.2","1993",0
"546","pslimnoph","f.2","1993",0
"558","pycno","f.2","1993",378.78
"570","rhabdom","f.2","1993",0
"582","rhyacoph","f.2","1993",3.97
"594","sciara","f.2","1993",11.87
"606","serratella","f.2","1993",25.47
"618","simulium","f.2","1993",0
"630","soyedina","f.2","1993",0
"642","sphaerid","f.2","1993",3.97
"654","stenonema","f.2","1993",82.89
"666","sweltsa","f.2","1993",0
"678","syrphid","f.2","1993",0
"690","tanypod","f.2","1993",8.92
"702","tipula","f.2","1993",432.37
"714","turbell","f.2","1993",0
"726","wormsp","f.2","1993",2.47
"7","acari","g.3","1993",3.29
"19","amphinem","g.3","1993",0
"31","anchytar","g.3","1993",0
"43","baetis","g.3","1993",0
"55","beloneur","g.3","1993",1.12
"67","ceratopog","g.3","1993",63.3
"79","chironomid","g.3","1993",52.59
"91","copepod","g.3","1993",4.53
"103","corduleg","g.3","1993",92.38
"115","dicranota","g.3","1993",4.26
"127","diplosp","g.3","1993",86.99
"139","dixa","g.3","1993",0
"151","dolicho","g.3","1993",0
"163","dolophil","g.3","1993",0
"175","ectopria","g.3","1993",0
"187","elmid","g.3","1993",0.2
"199","empid","g.3","1993",7.68
"211","epeorus","g.3","1993",0
"223","fattigia","g.3","1993",52.02
"235","hexatomasp","g.3","1993",86.55
"247","hydroptila","g.3","1993",0
"259","isoperla","g.3","1993",0
"271","lanthus","g.3","1993",0.9
"283","lepidos","g.3","1993",0
"295","leptotars","g.3","1993",0
"307","leuctra","g.3","1993",0.45
"319","limonia","g.3","1993",0
"331","lipsothrix","g.3","1993",0
"343","lype","g.3","1993",0.73
"355","malirekus","g.3","1993",0
"367","molann","g.3","1993",0
"379","molophilus","g.3","1993",128.6
"391","nematoda","g.3","1993",5.8
"403","neophylax","g.3","1993",1.19
"415","nr.pedicia","g.3","1993",8.49
"427","nymphom","g.3","1993",0
"439","oligo","g.3","1993",154.43
"451","ormosia","g.3","1993",0
"463","paralepto","g.3","1993",7.14
"475","parapsyche","g.3","1993",0
"487","pediciaA","g.3","1993",0
"499","pelto","g.3","1993",0
"511","pgoera","g.3","1993",0
"523","pilaria","g.3","1993",10.27
"535","psilotreta","g.3","1993",0
"547","pslimnoph","g.3","1993",0
"559","pycno","g.3","1993",0
"571","rhabdom","g.3","1993",0
"583","rhyacoph","g.3","1993",6.65
"595","sciara","g.3","1993",0.25
"607","serratella","g.3","1993",1.56
"619","simulium","g.3","1993",0
"631","soyedina","g.3","1993",0
"643","sphaerid","g.3","1993",0.59
"655","stenonema","g.3","1993",35.53
"667","sweltsa","g.3","1993",0
"679","syrphid","g.3","1993",0
"691","tanypod","g.3","1993",3.27
"703","tipula","g.3","1993",538.48
"715","turbell","g.3","1993",0
"727","wormsp","g.3","1993",0
"8","acari","h.4","1993",7.61
"20","amphinem","h.4","1993",0
"32","anchytar","h.4","1993",1.61
"44","baetis","h.4","1993",3.48
"56","beloneur","h.4","1993",203.13
"68","ceratopog","h.4","1993",125.49
"80","chironomid","h.4","1993",67.67
"92","copepod","h.4","1993",17.01
"104","corduleg","h.4","1993",0
"116","dicranota","h.4","1993",5.71
"128","diplosp","h.4","1993",48.6
"140","dixa","h.4","1993",0
"152","dolicho","h.4","1993",0
"164","dolophil","h.4","1993",4.79
"176","ectopria","h.4","1993",0
"188","elmid","h.4","1993",0
"200","empid","h.4","1993",12.6
"212","epeorus","h.4","1993",0
"224","fattigia","h.4","1993",44.09
"236","hexatomasp","h.4","1993",132.04
"248","hydroptila","h.4","1993",0
"260","isoperla","h.4","1993",31.94
"272","lanthus","h.4","1993",91.94
"284","lepidos","h.4","1993",0
"296","leptotars","h.4","1993",0
"308","leuctra","h.4","1993",12.61
"320","limonia","h.4","1993",0
"332","lipsothrix","h.4","1993",0
"344","lype","h.4","1993",4.81
"356","malirekus","h.4","1993",0
"368","molann","h.4","1993",1.05
"380","molophilus","h.4","1993",65.81
"392","nematoda","h.4","1993",9.38
"404","neophylax","h.4","1993",0
"416","nr.pedicia","h.4","1993",199.64
"428","nymphom","h.4","1993",0
"440","oligo","h.4","1993",351.44
"452","ormosia","h.4","1993",0
"464","paralepto","h.4","1993",4.43
"476","parapsyche","h.4","1993",5.4
"488","pediciaA","h.4","1993",25.25
"500","pelto","h.4","1993",0.88
"512","pgoera","h.4","1993",0.9
"524","pilaria","h.4","1993",0
"536","psilotreta","h.4","1993",0
"548","pslimnoph","h.4","1993",0
"560","pycno","h.4","1993",367.05
"572","rhabdom","h.4","1993",0
"584","rhyacoph","h.4","1993",0.91
"596","sciara","h.4","1993",3.34
"608","serratella","h.4","1993",0
"620","simulium","h.4","1993",0
"632","soyedina","h.4","1993",0
"644","sphaerid","h.4","1993",0
"656","stenonema","h.4","1993",53.53
"668","sweltsa","h.4","1993",0
"680","syrphid","h.4","1993",0
"692","tanypod","h.4","1993",3.81
"704","tipula","h.4","1993",403.63
"716","turbell","h.4","1993",0
"728","wormsp","h.4","1993",0
"9","acari","i.5","1993",3.87
"21","amphinem","i.5","1993",1.82
"33","anchytar","i.5","1993",0
"45","baetis","i.5","1993",0
"57","beloneur","i.5","1993",185.36
"69","ceratopog","i.5","1993",88.74
"81","chironomid","i.5","1993",37.32
"93","copepod","i.5","1993",11.23
"105","corduleg","i.5","1993",0
"117","dicranota","i.5","1993",4.91
"129","diplosp","i.5","1993",41.56
"141","dixa","i.5","1993",0
"153","dolicho","i.5","1993",0
"165","dolophil","i.5","1993",0
"177","ectopria","i.5","1993",0.41
"189","elmid","i.5","1993",0
"201","empid","i.5","1993",8.66
"213","epeorus","i.5","1993",0
"225","fattigia","i.5","1993",89.34
"237","hexatomasp","i.5","1993",56.11
"249","hydroptila","i.5","1993",0
"261","isoperla","i.5","1993",0
"273","lanthus","i.5","1993",304.97
"285","lepidos","i.5","1993",0
"297","leptotars","i.5","1993",0
"309","leuctra","i.5","1993",2.34
"321","limonia","i.5","1993",0
"333","lipsothrix","i.5","1993",0
"345","lype","i.5","1993",15.66
"357","malirekus","i.5","1993",0
"369","molann","i.5","1993",0
"381","molophilus","i.5","1993",136.87
"393","nematoda","i.5","1993",3.47
"405","neophylax","i.5","1993",0.22
"417","nr.pedicia","i.5","1993",0
"429","nymphom","i.5","1993",0
"441","oligo","i.5","1993",49.75
"453","ormosia","i.5","1993",0
"465","paralepto","i.5","1993",0
"477","parapsyche","i.5","1993",0
"489","pediciaA","i.5","1993",0
"501","pelto","i.5","1993",0
"513","pgoera","i.5","1993",32.87
"525","pilaria","i.5","1993",0
"537","psilotreta","i.5","1993",0
"549","pslimnoph","i.5","1993",0
"561","pycno","i.5","1993",435.58
"573","rhabdom","i.5","1993",0
"585","rhyacoph","i.5","1993",5.63
"597","sciara","i.5","1993",1.06
"609","serratella","i.5","1993",6.89
"621","simulium","i.5","1993",0
"633","soyedina","i.5","1993",0
"645","sphaerid","i.5","1993",0
"657","stenonema","i.5","1993",0
"669","sweltsa","i.5","1993",0
"681","syrphid","i.5","1993",0
"693","tanypod","i.5","1993",0.32
"705","tipula","i.5","1993",17.33
"717","turbell","i.5","1993",0.14
"729","wormsp","i.5","1993",2
"10","acari","j.6","1993",5.2
"22","amphinem","j.6","1993",0
"34","anchytar","j.6","1993",0
"46","baetis","j.6","1993",0
"58","beloneur","j.6","1993",140.12
"70","ceratopog","j.6","1993",22.15
"82","chironomid","j.6","1993",33.03
"94","copepod","j.6","1993",12.71
"106","corduleg","j.6","1993",0
"118","dicranota","j.6","1993",0
"130","diplosp","j.6","1993",66.94
"142","dixa","j.6","1993",0.57
"154","dolicho","j.6","1993",0
"166","dolophil","j.6","1993",0
"178","ectopria","j.6","1993",0
"190","elmid","j.6","1993",0
"202","empid","j.6","1993",2.31
"214","epeorus","j.6","1993",0
"226","fattigia","j.6","1993",4.68
"238","hexatomasp","j.6","1993",10.52
"250","hydroptila","j.6","1993",0
"262","isoperla","j.6","1993",0
"274","lanthus","j.6","1993",0
"286","lepidos","j.6","1993",0
"298","leptotars","j.6","1993",0
"310","leuctra","j.6","1993",11.61
"322","limonia","j.6","1993",0
"334","lipsothrix","j.6","1993",0.48
"346","lype","j.6","1993",7.91
"358","malirekus","j.6","1993",0
"370","molann","j.6","1993",1.05
"382","molophilus","j.6","1993",1.18
"394","nematoda","j.6","1993",4.79
"406","neophylax","j.6","1993",0
"418","nr.pedicia","j.6","1993",12.87
"430","nymphom","j.6","1993",0
"442","oligo","j.6","1993",21.24
"454","ormosia","j.6","1993",0
"466","paralepto","j.6","1993",0
"478","parapsyche","j.6","1993",0
"490","pediciaA","j.6","1993",0
"502","pelto","j.6","1993",129.78
"514","pgoera","j.6","1993",0
"526","pilaria","j.6","1993",0
"538","psilotreta","j.6","1993",0
"550","pslimnoph","j.6","1993",0
"562","pycno","j.6","1993",246.05
"574","rhabdom","j.6","1993",0
"586","rhyacoph","j.6","1993",0
"598","sciara","j.6","1993",2.24
"610","serratella","j.6","1993",27.55
"622","simulium","j.6","1993",0
"634","soyedina","j.6","1993",0.64
"646","sphaerid","j.6","1993",0
"658","stenonema","j.6","1993",0
"670","sweltsa","j.6","1993",8.65
"682","syrphid","j.6","1993",0
"694","tanypod","j.6","1993",1.42
"706","tipula","j.6","1993",56.43
"718","turbell","j.6","1993",0.14
"730","wormsp","j.6","1993",4.8
"11","acari","k.7","1993",4.7
"23","amphinem","k.7","1993",0
"35","anchytar","k.7","1993",5.68
"47","baetis","k.7","1993",0
"59","beloneur","k.7","1993",9.89
"71","ceratopog","k.7","1993",30.74
"83","chironomid","k.7","1993",53.1
"95","copepod","k.7","1993",6.54
"107","corduleg","k.7","1993",146.35
"119","dicranota","k.7","1993",12.29
"131","diplosp","k.7","1993",57.67
"143","dixa","k.7","1993",0
"155","dolicho","k.7","1993",0
"167","dolophil","k.7","1993",0
"179","ectopria","k.7","1993",0
"191","elmid","k.7","1993",0
"203","empid","k.7","1993",0
"215","epeorus","k.7","1993",0
"227","fattigia","k.7","1993",29.58
"239","hexatomasp","k.7","1993",44.72
"251","hydroptila","k.7","1993",0
"263","isoperla","k.7","1993",1
"275","lanthus","k.7","1993",111.72
"287","lepidos","k.7","1993",0
"299","leptotars","k.7","1993",0
"311","leuctra","k.7","1993",65.52
"323","limonia","k.7","1993",0
"335","lipsothrix","k.7","1993",0
"347","lype","k.7","1993",0.82
"359","malirekus","k.7","1993",0
"371","molann","k.7","1993",0
"383","molophilus","k.7","1993",6.12
"395","nematoda","k.7","1993",3.46
"407","neophylax","k.7","1993",0
"419","nr.pedicia","k.7","1993",4.76
"431","nymphom","k.7","1993",0
"443","oligo","k.7","1993",20.06
"455","ormosia","k.7","1993",0
"467","paralepto","k.7","1993",0.18
"479","parapsyche","k.7","1993",0
"491","pediciaA","k.7","1993",0
"503","pelto","k.7","1993",270.96
"515","pgoera","k.7","1993",1.97
"527","pilaria","k.7","1993",0
"539","psilotreta","k.7","1993",12.1
"551","pslimnoph","k.7","1993",13
"563","pycno","k.7","1993",759.82
"575","rhabdom","k.7","1993",0
"587","rhyacoph","k.7","1993",8.52
"599","sciara","k.7","1993",5.29
"611","serratella","k.7","1993",0
"623","simulium","k.7","1993",0
"635","soyedina","k.7","1993",0
"647","sphaerid","k.7","1993",6.51
"659","stenonema","k.7","1993",12.12
"671","sweltsa","k.7","1993",0
"683","syrphid","k.7","1993",0
"695","tanypod","k.7","1993",6.48
"707","tipula","k.7","1993",63.57
"719","turbell","k.7","1993",0
"731","wormsp","k.7","1993",0
"12","acari","l.8","1993",5.07
"24","amphinem","l.8","1993",0
"36","anchytar","l.8","1993",0
"48","baetis","l.8","1993",0
"60","beloneur","l.8","1993",0
"72","ceratopog","l.8","1993",133.88
"84","chironomid","l.8","1993",70.04
"96","copepod","l.8","1993",27.7
"108","corduleg","l.8","1993",480.67
"120","dicranota","l.8","1993",10.47
"132","diplosp","l.8","1993",7.8
"144","dixa","l.8","1993",0
"156","dolicho","l.8","1993",0
"168","dolophil","l.8","1993",16.21
"180","ectopria","l.8","1993",0
"192","elmid","l.8","1993",0
"204","empid","l.8","1993",4.43
"216","epeorus","l.8","1993",0
"228","fattigia","l.8","1993",121.05
"240","hexatomasp","l.8","1993",18.31
"252","hydroptila","l.8","1993",0
"264","isoperla","l.8","1993",0.06
"276","lanthus","l.8","1993",369.78
"288","lepidos","l.8","1993",0
"300","leptotars","l.8","1993",0
"312","leuctra","l.8","1993",3.95
"324","limonia","l.8","1993",9.37
"336","lipsothrix","l.8","1993",0
"348","lype","l.8","1993",0
"360","malirekus","l.8","1993",0.34
"372","molann","l.8","1993",42.9
"384","molophilus","l.8","1993",12.87
"396","nematoda","l.8","1993",5.5
"408","neophylax","l.8","1993",0
"420","nr.pedicia","l.8","1993",14.01
"432","nymphom","l.8","1993",0
"444","oligo","l.8","1993",33.82
"456","ormosia","l.8","1993",0
"468","paralepto","l.8","1993",18.76
"480","parapsyche","l.8","1993",0
"492","pediciaA","l.8","1993",0
"504","pelto","l.8","1993",43.74
"516","pgoera","l.8","1993",0.14
"528","pilaria","l.8","1993",0
"540","psilotreta","l.8","1993",0
"552","pslimnoph","l.8","1993",6.96
"564","pycno","l.8","1993",81.89
"576","rhabdom","l.8","1993",0
"588","rhyacoph","l.8","1993",0.62
"600","sciara","l.8","1993",4.32
"612","serratella","l.8","1993",0.06
"624","simulium","l.8","1993",0
"636","soyedina","l.8","1993",0.71
"648","sphaerid","l.8","1993",1.73
"660","stenonema","l.8","1993",0
"672","sweltsa","l.8","1993",0
"684","syrphid","l.8","1993",0
"696","tanypod","l.8","1993",7.49
"708","tipula","l.8","1993",45.04
"720","turbell","l.8","1993",0
"732","wormsp","l.8","1993",0
"733","acari","a.9","1994",5.96
"745","amphinem","a.9","1994",1.82
"757","anchytar","a.9","1994",2.6
"769","baetis","a.9","1994",0
"781","beloneur","a.9","1994",17.95
"793","ceratopog","a.9","1994",94.37
"805","chironomid","a.9","1994",40.31
"817","copepod","a.9","1994",15.84
"829","corduleg","a.9","1994",818.3
"841","dicranota","a.9","1994",9.78
"853","diplosp","a.9","1994",6.32
"865","dixa","a.9","1994",0
"877","dolicho","a.9","1994",11.93
"889","dolophil","a.9","1994",0
"901","ectopria","a.9","1994",5.94
"913","elmid","a.9","1994",0
"925","empid","a.9","1994",0.8
"937","epeorus","a.9","1994",0
"949","fattigia","a.9","1994",103.63
"961","hexatomasp","a.9","1994",45.4
"973","hydroptila","a.9","1994",0
"985","isoperla","a.9","1994",13.78
"997","lanthus","a.9","1994",480.01
"1009","lepidos","a.9","1994",15.83
"1021","leptotars","a.9","1994",0
"1033","leuctra","a.9","1994",47.37
"1045","limonia","a.9","1994",0
"1057","lipsothrix","a.9","1994",49
"1069","lype","a.9","1994",10.12
"1081","malirekus","a.9","1994",0
"1093","molann","a.9","1994",24.06
"1105","molophilus","a.9","1994",61.28
"1117","nematoda","a.9","1994",11.39
"1129","neophylax","a.9","1994",0
"1141","nr.pedicia","a.9","1994",21.1
"1153","nymphom","a.9","1994",0
"1165","oligo","a.9","1994",170.47
"1177","ormosia","a.9","1994",0.77
"1189","paralepto","a.9","1994",0.3
"1201","parapsyche","a.9","1994",0
"1213","pediciaA","a.9","1994",41.48
