"","taxon","sample.month","variable","value"
"375","nymphom","c.11","1993",0
"387","oligo","c.11","1993",0.01
"399","paralepto","c.11","1993",0.08
"411","parapsyche","c.11","1993",434.65
"423","pediciaA","c.11","1993",0
"435","pelto","c.11","1993",114.64
"447","pgoera","c.11","1993",0.63
"459","pilaria","c.11","1993",0
"471","pslimnoph","c.11","1993",0
"483","pycno","c.11","1993",0
"495","rhabdom","c.11","1993",0
"507","rhyacoph","c.11","1993",0.32
"519","sciara","c.11","1993",0
"531","serratella","c.11","1993",18.98
"543","simulium","c.11","1993",0
"555","soyedina","c.11","1993",0
"567","stenonema","c.11","1993",0
"579","sweltsa","c.11","1993",0
"591","tanypod","c.11","1993",0.04
"603","tipula","c.11","1993",0
"615","turbell","c.11","1993",0
"627","wormsp","c.11","1993",0
"4","acari","d.12","1993",3.12
"16","amphinem","d.12","1993",1.51
"28","anchytar","d.12","1993",0
"40","baetis","d.12","1993",0
"52","beloneur","d.12","1993",0
"64","ceratopog","d.12","1993",12.2
"76","chironomid","d.12","1993",15.02
"88","copepod","d.12","1993",0.15
"100","dicranota","d.12","1993",5.63
"112","diplosp","d.12","1993",1.31
"124","dixa","d.12","1993",0
"136","dolicho","d.12","1993",0
"148","dolophil","d.12","1993",0
"160","ectopria","d.12","1993",0
"172","elmid","d.12","1993",0
"184","empid","d.12","1993",9.95
"196","epeorus","d.12","1993",0
"208","fattigia","d.12","1993",0
"220","hexatomasp","d.12","1993",0
"232","hydroptila","d.12","1993",0
"244","isoperla","d.12","1993",46.4
"256","lanthus","d.12","1993",0
"268","lepidos","d.12","1993",0
"280","leuctra","d.12","1993",17.63
"292","limonia","d.12","1993",0
"304","lype","d.12","1993",0
"316","malirekus","d.12","1993",0
"328","molann","d.12","1993",0
"340","molophilus","d.12","1993",0
"352","nematoda","d.12","1993",0.18
"364","neophylax","d.12","1993",0
"376","nymphom","d.12","1993",0
"388","oligo","d.12","1993",0.35
"400","paralepto","d.12","1993",0.42
"412","parapsyche","d.12","1993",307.83
"424","pediciaA","d.12","1993",0
"436","pelto","d.12","1993",47.91
"448","pgoera","d.12","1993",2.78
"460","pilaria","d.12","1993",0
"472","pslimnoph","d.12","1993",0
"484","pycno","d.12","1993",0
"496","rhabdom","d.12","1993",0
"508","rhyacoph","d.12","1993",57.6
"520","sciara","d.12","1993",0
"532","serratella","d.12","1993",103.35
"544","simulium","d.12","1993",0
"556","soyedina","d.12","1993",0
"568","stenonema","d.12","1993",0
"580","sweltsa","d.12","1993",0
"592","tanypod","d.12","1993",0.35
"604","tipula","d.12","1993",0
"616","turbell","d.12","1993",0.08
"628","wormsp","d.12","1993",2.55
"5","acari","e.1","1993",3.95
"17","amphinem","e.1","1993",37.85
"29","anchytar","e.1","1993",0
"41","baetis","e.1","1993",3.69
"53","beloneur","e.1","1993",0.23
"65","ceratopog","e.1","1993",14.01
"77","chironomid","e.1","1993",36.86
"89","copepod","e.1","1993",1.51
"101","dicranota","e.1","1993",6.31
"113","diplosp","e.1","1993",79.61
"125","dixa","e.1","1993",0
"137","dolicho","e.1","1993",0
"149","dolophil","e.1","1993",0
"161","ectopria","e.1","1993",0
"173","elmid","e.1","1993",0
"185","empid","e.1","1993",1.46
"197","epeorus","e.1","1993",68.88
"209","fattigia","e.1","1993",0
"221","hexatomasp","e.1","1993",0
"233","hydroptila","e.1","1993",0
"245","isoperla","e.1","1993",33.33
"257","lanthus","e.1","1993",0
"269","lepidos","e.1","1993",0
"281","leuctra","e.1","1993",9.08
"293","limonia","e.1","1993",0
"305","lype","e.1","1993",0
"317","malirekus","e.1","1993",0
"329","molann","e.1","1993",0
"341","molophilus","e.1","1993",0
"353","nematoda","e.1","1993",0.52
"365","neophylax","e.1","1993",0.2
"377","nymphom","e.1","1993",0
"389","oligo","e.1","1993",1.69
"401","paralepto","e.1","1993",0
"413","parapsyche","e.1","1993",183.86
"425","pediciaA","e.1","1993",0
"437","pelto","e.1","1993",56.87
"449","pgoera","e.1","1993",0.06
"461","pilaria","e.1","1993",0
"473","pslimnoph","e.1","1993",0
"485","pycno","e.1","1993",0
"497","rhabdom","e.1","1993",0
"509","rhyacoph","e.1","1993",1.52
"521","sciara","e.1","1993",1.7
"533","serratella","e.1","1993",191.97
"545","simulium","e.1","1993",0
"557","soyedina","e.1","1993",0
"569","stenonema","e.1","1993",0
"581","sweltsa","e.1","1993",0
"593","tanypod","e.1","1993",0.73
"605","tipula","e.1","1993",0
"617","turbell","e.1","1993",0
"629","wormsp","e.1","1993",0
"6","acari","f.2","1993",6.83
"18","amphinem","f.2","1993",51.13
"30","anchytar","f.2","1993",0
"42","baetis","f.2","1993",1.03
"54","beloneur","f.2","1993",0
"66","ceratopog","f.2","1993",2.8
"78","chironomid","f.2","1993",114.12
"90","copepod","f.2","1993",1.08
"102","dicranota","f.2","1993",9.15
"114","diplosp","f.2","1993",0
"126","dixa","f.2","1993",0
"138","dolicho","f.2","1993",0
"150","dolophil","f.2","1993",0
"162","ectopria","f.2","1993",3.88
"174","elmid","f.2","1993",0
"186","empid","f.2","1993",4.02
"198","epeorus","f.2","1993",0
"210","fattigia","f.2","1993",0
"222","hexatomasp","f.2","1993",0
"234","hydroptila","f.2","1993",2.46
"246","isoperla","f.2","1993",147.56
"258","lanthus","f.2","1993",0
"270","lepidos","f.2","1993",0
"282","leuctra","f.2","1993",2.02
"294","limonia","f.2","1993",0
"306","lype","f.2","1993",0
"318","malirekus","f.2","1993",0
"330","molann","f.2","1993",0
"342","molophilus","f.2","1993",0
"354","nematoda","f.2","1993",0.41
"366","neophylax","f.2","1993",12.08
"378","nymphom","f.2","1993",1.25
"390","oligo","f.2","1993",0.67
"402","paralepto","f.2","1993",0
"414","parapsyche","f.2","1993",1054.03
"426","pediciaA","f.2","1993",0
"438","pelto","f.2","1993",106.91
"450","pgoera","f.2","1993",17.14
"462","pilaria","f.2","1993",0
"474","pslimnoph","f.2","1993",0
"486","pycno","f.2","1993",0
"498","rhabdom","f.2","1993",0
"510","rhyacoph","f.2","1993",7.34
"522","sciara","f.2","1993",0
"534","serratella","f.2","1993",295.25
"546","simulium","f.2","1993",0
"558","soyedina","f.2","1993",0
"570","stenonema","f.2","1993",0
"582","sweltsa","f.2","1993",0
"594","tanypod","f.2","1993",0.59
"606","tipula","f.2","1993",0
"618","turbell","f.2","1993",3.01
"630","wormsp","f.2","1993",21.1
"7","acari","g.3","1993",5.83
"19","amphinem","g.3","1993",0
"31","anchytar","g.3","1993",0
"43","baetis","g.3","1993",0
"55","beloneur","g.3","1993",0
"67","ceratopog","g.3","1993",14.22
"79","chironomid","g.3","1993",64.37
"91","copepod","g.3","1993",0.96
"103","dicranota","g.3","1993",3.7
"115","diplosp","g.3","1993",5.8
"127","dixa","g.3","1993",0
"139","dolicho","g.3","1993",0
"151","dolophil","g.3","1993",0
"163","ectopria","g.3","1993",1.3
"175","elmid","g.3","1993",0
"187","empid","g.3","1993",5.48
"199","epeorus","g.3","1993",28.6
"211","fattigia","g.3","1993",0
"223","hexatomasp","g.3","1993",0.45
"235","hydroptila","g.3","1993",44.53
"247","isoperla","g.3","1993",106.96
"259","lanthus","g.3","1993",0
"271","lepidos","g.3","1993",0
"283","leuctra","g.3","1993",0.04
"295","limonia","g.3","1993",0
"307","lype","g.3","1993",0
"319","malirekus","g.3","1993",0
"331","molann","g.3","1993",0
"343","molophilus","g.3","1993",0
"355","nematoda","g.3","1993",0.03
"367","neophylax","g.3","1993",0.59
"379","nymphom","g.3","1993",0
"391","oligo","g.3","1993",0
"403","paralepto","g.3","1993",0
"415","parapsyche","g.3","1993",1305.89
"427","pediciaA","g.3","1993",0
"439","pelto","g.3","1993",31.45
"451","pgoera","g.3","1993",0.4
"463","pilaria","g.3","1993",0
"475","pslimnoph","g.3","1993",0
"487","pycno","g.3","1993",0
"499","rhabdom","g.3","1993",0
"511","rhyacoph","g.3","1993",8.71
"523","sciara","g.3","1993",0
"535","serratella","g.3","1993",385.43
"547","simulium","g.3","1993",0
"559","soyedina","g.3","1993",0
"571","stenonema","g.3","1993",0
"583","sweltsa","g.3","1993",0
"595","tanypod","g.3","1993",0.59
"607","tipula","g.3","1993",0
"619","turbell","g.3","1993",0
"631","wormsp","g.3","1993",0.4
"8","acari","h.4","1993",3.95
"20","amphinem","h.4","1993",0
"32","anchytar","h.4","1993",0
"44","baetis","h.4","1993",0
"56","beloneur","h.4","1993",0.83
"68","ceratopog","h.4","1993",10.83
"80","chironomid","h.4","1993",22.39
"92","copepod","h.4","1993",1.01
"104","dicranota","h.4","1993",0
"116","diplosp","h.4","1993",0
"128","dixa","h.4","1993",0
"140","dolicho","h.4","1993",0
"152","dolophil","h.4","1993",0
"164","ectopria","h.4","1993",0
"176","elmid","h.4","1993",0
"188","empid","h.4","1993",1.14
"200","epeorus","h.4","1993",141.08
"212","fattigia","h.4","1993",0
"224","hexatomasp","h.4","1993",0
"236","hydroptila","h.4","1993",9.93
"248","isoperla","h.4","1993",113.09
"260","lanthus","h.4","1993",0
"272","lepidos","h.4","1993",0
"284","leuctra","h.4","1993",0
"296","limonia","h.4","1993",0
"308","lype","h.4","1993",0
"320","malirekus","h.4","1993",0
"332","molann","h.4","1993",0
"344","molophilus","h.4","1993",0
"356","nematoda","h.4","1993",0.05
"368","neophylax","h.4","1993",17.05
"380","nymphom","h.4","1993",0
"392","oligo","h.4","1993",0.14
"404","paralepto","h.4","1993",0
"416","parapsyche","h.4","1993",518.25
"428","pediciaA","h.4","1993",0
"440","pelto","h.4","1993",153.48
"452","pgoera","h.4","1993",0.16
"464","pilaria","h.4","1993",0
"476","pslimnoph","h.4","1993",0
"488","pycno","h.4","1993",0
"500","rhabdom","h.4","1993",0
"512","rhyacoph","h.4","1993",26.54
"524","sciara","h.4","1993",0
"536","serratella","h.4","1993",427.78
"548","simulium","h.4","1993",1.03
"560","soyedina","h.4","1993",0
"572","stenonema","h.4","1993",0
"584","sweltsa","h.4","1993",0
"596","tanypod","h.4","1993",0.36
"608","tipula","h.4","1993",0
"620","turbell","h.4","1993",2.82
"632","wormsp","h.4","1993",0
"9","acari","i.5","1993",8.97
"21","amphinem","i.5","1993",20.34
"33","anchytar","i.5","1993",0
"45","baetis","i.5","1993",9.02
"57","beloneur","i.5","1993",0
"69","ceratopog","i.5","1993",2.3
"81","chironomid","i.5","1993",44.5
"93","copepod","i.5","1993",4.44
"105","dicranota","i.5","1993",0
"117","diplosp","i.5","1993",12.25
"129","dixa","i.5","1993",0
"141","dolicho","i.5","1993",0
"153","dolophil","i.5","1993",43.35
"165","ectopria","i.5","1993",0
"177","elmid","i.5","1993",0
"189","empid","i.5","1993",15.03
"201","epeorus","i.5","1993",128.54
"213","fattigia","i.5","1993",0
"225","hexatomasp","i.5","1993",0
"237","hydroptila","i.5","1993",0
"249","isoperla","i.5","1993",42.28
"261","lanthus","i.5","1993",0
"273","lepidos","i.5","1993",0
"285","leuctra","i.5","1993",3.36
"297","limonia","i.5","1993",0
"309","lype","i.5","1993",0
"321","malirekus","i.5","1993",0
"333","molann","i.5","1993",0
"345","molophilus","i.5","1993",0
"357","nematoda","i.5","1993",0.37
"369","neophylax","i.5","1993",12.42
"381","nymphom","i.5","1993",0
"393","oligo","i.5","1993",0.76
"405","paralepto","i.5","1993",10.4
"417","parapsyche","i.5","1993",201.33
"429","pediciaA","i.5","1993",0
"441","pelto","i.5","1993",220.54
"453","pgoera","i.5","1993",8.1
"465","pilaria","i.5","1993",0
"477","pslimnoph","i.5","1993",0
"489","pycno","i.5","1993",0
"501","rhabdom","i.5","1993",0
"513","rhyacoph","i.5","1993",79.08
"525","sciara","i.5","1993",0.58
"537","serratella","i.5","1993",89.72
"549","simulium","i.5","1993",1.5
"561","soyedina","i.5","1993",0
"573","stenonema","i.5","1993",0
"585","sweltsa","i.5","1993",0.24
"597","tanypod","i.5","1993",2.59
"609","tipula","i.5","1993",0
"621","turbell","i.5","1993",0
"633","wormsp","i.5","1993",1.36
"10","acari","j.6","1993",2.8
"22","amphinem","j.6","1993",32.91
"34","anchytar","j.6","1993",0
"46","baetis","j.6","1993",1.11
"58","beloneur","j.6","1993",0
"70","ceratopog","j.6","1993",15.13
"82","chironomid","j.6","1993",20.14
"94","copepod","j.6","1993",1.36
"106","dicranota","j.6","1993",3.57
"118","diplosp","j.6","1993",0
"130","dixa","j.6","1993",0.11
"142","dolicho","j.6","1993",0
"154","dolophil","j.6","1993",0
"166","ectopria","j.6","1993",0
"178","elmid","j.6","1993",0.06
"190","empid","j.6","1993",1.56
"202","epeorus","j.6","1993",0
"214","fattigia","j.6","1993",0
"226","hexatomasp","j.6","1993",0
"238","hydroptila","j.6","1993",2.46
"250","isoperla","j.6","1993",8.56
"262","lanthus","j.6","1993",0
"274","lepidos","j.6","1993",0.74
"286","leuctra","j.6","1993",0
"298","limonia","j.6","1993",0
"310","lype","j.6","1993",0
"322","malirekus","j.6","1993",0
"334","molann","j.6","1993",0
"346","molophilus","j.6","1993",0
"358","nematoda","j.6","1993",0.15
"370","neophylax","j.6","1993",0
"382","nymphom","j.6","1993",0
"394","oligo","j.6","1993",0.28
"406","paralepto","j.6","1993",0
"418","parapsyche","j.6","1993",246.51
"430","pediciaA","j.6","1993",0
"442","pelto","j.6","1993",21.87
"454","pgoera","j.6","1993",18.57
"466","pilaria","j.6","1993",0
"478","pslimnoph","j.6","1993",0
"490","pycno","j.6","1993",0
"502","rhabdom","j.6","1993",0
"514","rhyacoph","j.6","1993",0.72
"526","sciara","j.6","1993",0
"538","serratella","j.6","1993",1.13
"550","simulium","j.6","1993",1.44
"562","soyedina","j.6","1993",0
"574","stenonema","j.6","1993",0
"586","sweltsa","j.6","1993",0
"598","tanypod","j.6","1993",1.19
"610","tipula","j.6","1993",0
"622","turbell","j.6","1993",0
"634","wormsp","j.6","1993",1.64
"11","acari","k.7","1993",7.58
"23","amphinem","k.7","1993",17.01
"35","anchytar","k.7","1993",0
"47","baetis","k.7","1993",0
"59","beloneur","k.7","1993",141.14
"71","ceratopog","k.7","1993",15.1
"83","chironomid","k.7","1993",18.73
"95","copepod","k.7","1993",1.3
"107","dicranota","k.7","1993",5.65
"119","diplosp","k.7","1993",47.43
"131","dixa","k.7","1993",0.16
"143","dolicho","k.7","1993",0
"155","dolophil","k.7","1993",0
"167","ectopria","k.7","1993",0
"179","elmid","k.7","1993",0
"191","empid","k.7","1993",3.43
"203","epeorus","k.7","1993",0
"215","fattigia","k.7","1993",0
"227","hexatomasp","k.7","1993",0
"239","hydroptila","k.7","1993",0
"251","isoperla","k.7","1993",1.18
"263","lanthus","k.7","1993",0
"275","lepidos","k.7","1993",0.56
"287","leuctra","k.7","1993",5.69
"299","limonia","k.7","1993",0
"311","lype","k.7","1993",0
"323","malirekus","k.7","1993",0
"335","molann","k.7","1993",0
"347","molophilus","k.7","1993",0
"359","nematoda","k.7","1993",0.7
"371","neophylax","k.7","1993",0
"383","nymphom","k.7","1993",0
"395","oligo","k.7","1993",5.63
"407","paralepto","k.7","1993",0
"419","parapsyche","k.7","1993",234.44
"431","pediciaA","k.7","1993",0
"443","pelto","k.7","1993",23.3
"455","pgoera","k.7","1993",25.66
"467","pilaria","k.7","1993",0
"479","pslimnoph","k.7","1993",0
"491","pycno","k.7","1993",0
"503","rhabdom","k.7","1993",0
"515","rhyacoph","k.7","1993",13.41
"527","sciara","k.7","1993",0
"539","serratella","k.7","1993",19.37
"551","simulium","k.7","1993",0.33
"563","soyedina","k.7","1993",0
"575","stenonema","k.7","1993",0
"587","sweltsa","k.7","1993",0
"599","tanypod","k.7","1993",0
"611","tipula","k.7","1993",1.37
"623","turbell","k.7","1993",0.92
"635","wormsp","k.7","1993",12.07
"12","acari","l.8","1993",7.69
"24","amphinem","l.8","1993",21.21
"36","anchytar","l.8","1993",0
"48","baetis","l.8","1993",0
"60","beloneur","l.8","1993",11.26
"72","ceratopog","l.8","1993",15.54
"84","chironomid","l.8","1993",10.38
"96","copepod","l.8","1993",0.65
"108","dicranota","l.8","1993",2.99
"120","diplosp","l.8","1993",2.5
"132","dixa","l.8","1993",1.25
"144","dolicho","l.8","1993",0
"156","dolophil","l.8","1993",0
"168","ectopria","l.8","1993",0
"180","elmid","l.8","1993",0
"192","empid","l.8","1993",2.03
"204","epeorus","l.8","1993",0
"216","fattigia","l.8","1993",0
"228","hexatomasp","l.8","1993",0.31
"240","hydroptila","l.8","1993",0
"252","isoperla","l.8","1993",5.52
"264","lanthus","l.8","1993",0
"276","lepidos","l.8","1993",0
"288","leuctra","l.8","1993",1.2
"300","limonia","l.8","1993",0
"312","lype","l.8","1993",0
"324","malirekus","l.8","1993",0
"336","molann","l.8","1993",0
"348","molophilus","l.8","1993",0
"360","nematoda","l.8","1993",0.09
"372","neophylax","l.8","1993",0.07
"384","nymphom","l.8","1993",0.08
"396","oligo","l.8","1993",2.89
"408","paralepto","l.8","1993",0
"420","parapsyche","l.8","1993",174.94
"432","pediciaA","l.8","1993",0
"444","pelto","l.8","1993",108.89
"456","pgoera","l.8","1993",0.38
"468","pilaria","l.8","1993",0
"480","pslimnoph","l.8","1993",0
"492","pycno","l.8","1993",0.08
"504","rhabdom","l.8","1993",0
"516","rhyacoph","l.8","1993",47.06
"528","sciara","l.8","1993",0
"540","serratella","l.8","1993",8.38
"552","simulium","l.8","1993",2.06
"564","soyedina","l.8","1993",0
"576","stenonema","l.8","1993",0
"588","sweltsa","l.8","1993",0
"600","tanypod","l.8","1993",0.07
"612","tipula","l.8","1993",0
"624","turbell","l.8","1993",3.37
"636","wormsp","l.8","1993",4.61
"637","acari","a.9","1994",6.38
"649","amphinem","a.9","1994",48.65
"661","anchytar","a.9","1994",0
"673","baetis","a.9","1994",0
"685","beloneur","a.9","1994",14.13
"697","ceratopog","a.9","1994",0.48
"709","chironomid","a.9","1994",7.91
"721","copepod","a.9","1994",0.21
"733","dicranota","a.9","1994",0
"745","diplosp","a.9","1994",44.04
"757","dixa","a.9","1994",0.08
"769","dolicho","a.9","1994",0
"781","dolophil","a.9","1994",0
"793","ectopria","a.9","1994",0
"805","elmid","a.9","1994",0
"817","empid","a.9","1994",0
"829","epeorus","a.9","1994",0
"841","fattigia","a.9","1994",0
"853","hexatomasp","a.9","1994",0
"865","hydroptila","a.9","1994",2.46
"877","isoperla","a.9","1994",0.74
"889","lanthus","a.9","1994",0
"901","lepidos","a.9","1994",0
"913","leuctra","a.9","1994",1.88
"925","limonia","a.9","1994",0
"937","lype","a.9","1994",0
"949","malirekus","a.9","1994",0
"961","molann","a.9","1994",0
"973","molophilus","a.9","1994",0
"985","nematoda","a.9","1994",0.09
"997","neophylax","a.9","1994",0
"1009","nymphom","a.9","1994",0
"1021","oligo","a.9","1994",0.02
"1033","paralepto","a.9","1994",0.11
"1045","parapsyche","a.9","1994",76.84
"1057","pediciaA","a.9","1994",0
"1069","pelto","a.9","1994",43.49
"1081","pgoera","a.9","1994",1.32
"1093","pilaria","a.9","1994",0
"1105","pslimnoph","a.9","1994",0
"1117","pycno","a.9","1994",1.08
"1129","rhabdom","a.9","1994",0
"1141","rhyacoph","a.9","1994",0.22
"1153","sciara","a.9","1994",0
"1165","serratella","a.9","1994",5.64
"1177","simulium","a.9","1994",0
"1189","soyedina","a.9","1994",0
"1201","stenonema","a.9","1994",0
"1213","sweltsa","a.9","1994",0
"1225","tanypod","a.9","1994",0
"1237","tipula","a.9","1994",0
"1249","turbell","a.9","1994",0.38
"1261","wormsp","a.9","1994",16.01
"638","acari","b.10","1994",14.59
"650","amphinem","b.10","1994",47.6
"662","anchytar","b.10","1994",0
"674","baetis","b.10","1994",0
"686","beloneur","b.10","1994",42.87
"698","ceratopog","b.10","1994",19.22
"710","chironomid","b.10","1994",10.76
"722","copepod","b.10","1994",0.91
"734","dicranota","b.10","1994",1.56
"746","diplosp","b.10","1994",42
"758","dixa","b.10","1994",0.05
"770","dolicho","b.10","1994",0
"782","dolophil","b.10","1994",0
"794","ectopria","b.10","1994",0
"806","elmid","b.10","1994",0
"818","empid","b.10","1994",0.53
"830","epeorus","b.10","1994",5.26
"842","fattigia","b.10","1994",0
"854","hexatomasp","b.10","1994",0.85
"866","hydroptila","b.10","1994",0
"878","isoperla","b.10","1994",1.83
"890","lanthus","b.10","1994",0
"902","lepidos","b.10","1994",0
"914","leuctra","b.10","1994",0
"926","limonia","b.10","1994",0
"938","lype","b.10","1994",0
"950","malirekus","b.10","1994",0
"962","molann","b.10","1994",0
"974","molophilus","b.10","1994",0
"986","nematoda","b.10","1994",0.42
"998","neophylax","b.10","1994",4.24
"1010","nymphom","b.10","1994",0
"1022","oligo","b.10","1994",5.75
"1034","paralepto","b.10","1994",0
"1046","parapsyche","b.10","1994",35.38
"1058","pediciaA","b.10","1994",0
"1070","pelto","b.10","1994",75.08
"1082","pgoera","b.10","1994",3.72
"1094","pilaria","b.10","1994",0
"1106","pslimnoph","b.10","1994",0
"1118","pycno","b.10","1994",0
"1130","rhabdom","b.10","1994",0
"1142","rhyacoph","b.10","1994",84.2
"1154","sciara","b.10","1994",0
"1166","serratella","b.10","1994",35.87
"1178","simulium","b.10","1994",0
"1190","soyedina","b.10","1994",0
"1202","stenonema","b.10","1994",0
"1214","sweltsa","b.10","1994",0
"1226","tanypod","b.10","1994",0.15
"1238","tipula","b.10","1994",0
"1250","turbell","b.10","1994",1.8
"1262","wormsp","b.10","1994",0
"639","acari","c.11","1994",2.36
"651","amphinem","c.11","1994",43.42
"663","anchytar","c.11","1994",0
"675","baetis","c.11","1994",0
"687","beloneur","c.11","1994",56.77
"699","ceratopog","c.11","1994",0
"711","chironomid","c.11","1994",17.06
"723","copepod","c.11","1994",1.51
"735","dicranota","c.11","1994",1.85
"747","diplosp","c.11","1994",0
"759","dixa","c.11","1994",0.11
"771","dolicho","c.11","1994",0
"783","dolophil","c.11","1994",0
"795","ectopria","c.11","1994",1.83
"807","elmid","c.11","1994",0
"819","empid","c.11","1994",7.1
"831","epeorus","c.11","1994",10.49
"843","fattigia","c.11","1994",0
"855","hexatomasp","c.11","1994",0
"867","hydroptila","c.11","1994",0
"879","isoperla","c.11","1994",0.59
"891","lanthus","c.11","1994",0
"903","lepidos","c.11","1994",0
"915","leuctra","c.11","1994",0
"927","limonia","c.11","1994",0
"939","lype","c.11","1994",0
"951","malirekus","c.11","1994",0.1
"963","molann","c.11","1994",0
"975","molophilus","c.11","1994",0
"987","nematoda","c.11","1994",0
"999","neophylax","c.11","1994",0.68
"1011","nymphom","c.11","1994",0
"1023","oligo","c.11","1994",0.11
"1035","paralepto","c.11","1994",0
"1047","parapsyche","c.11","1994",36.32
"1059","pediciaA","c.11","1994",0
"1071","pelto","c.11","1994",122.37
"1083","pgoera","c.11","1994",9.28
"1095","pilaria","c.11","1994",0
"1107","pslimnoph","c.11","1994",0
"1119","pycno","c.11","1994",38.67
"1131","rhabdom","c.11","1994",0
"1143","rhyacoph","c.11","1994",86.93
"1155","sciara","c.11","1994",0
